employee_id,review_period,team,manager_id,role_level,review_date,performance_score,potential_rating,9box_classification,competency_communication,competency_initiative,competency_teamwork,competency_execution,competency_problem_solving,peer_feedback_score,promotion_recommended,promotion_granted,calibration_rating,goals_completed_pct,leadership_score,tenure_at_review_months
E1041,2023-H2,Finance,M24,Director,2023-06-30,3.11,Medium,Consistent Star,3.48,2.7,4.23,4.06,3.83,3.74,False,False,Exceeds,0.98,2.94,44
E1041,2024-H1,Finance,M24,Manager,2024-01-01,2.86,High,Underperformer,4.03,4.0,2.9,3.23,4.34,3.75,False,False,Exceeds,0.87,2.69,44
E1041,2024-H2,Finance,M24,Manager,2024-06-29,3.96,High,Consistent Star,2.79,2.51,3.86,4.22,3.37,3.17,False,False,Needs Improvement,1.0,3.36,44
E1042,2023-H1,Finance,M8,Director,2023-01-01,3.45,High,Consistent Star,4.35,3.32,3.17,3.91,3.14,3.41,False,False,Needs Improvement,0.55,3.63,55
E1042,2023-H2,Finance,M8,IC2,2023-06-30,3.55,Low,Core Player,3.98,3.93,3.78,3.7,3.46,3.87,False,False,Needs Improvement,0.58,,55
E1042,2024-H1,Finance,M8,IC3,2024-01-01,1.86,Low,High Potential,4.08,3.84,3.44,4.04,3.13,3.08,False,False,Exceeds,0.62,,55
E1042,2024-H2,Finance,M8,IC3,2024-06-29,3.9,Low,Underperformer,2.71,3.12,3.64,2.9,3.17,2.17,False,False,Exceeds,0.84,,55
E1043,2023-H1,Customer Success,M28,IC3,2023-01-01,3.02,Medium,Core Player,2.95,2.85,3.29,2.71,4.47,2.07,False,False,Meets,0.68,,78
E1043,2023-H2,Customer Success,M28,IC3,2023-06-30,3.57,Medium,High Potential,3.11,3.61,3.1,4.27,2.94,2.09,False,False,Needs Improvement,0.56,,78
E1043,2024-H1,Customer Success,M28,IC3,2024-01-01,3.77,Medium,Consistent Star,3.44,3.88,3.75,3.18,3.26,3.27,False,False,Exceeds,1.0,,78
E1043,2024-H2,Customer Success,M28,Manager,2024-06-29,3.98,Medium,Core Player,4.45,3.92,3.47,2.99,3.6,3.46,False,False,Meets,0.74,3.35,78
E1044,2023-H1,Customer Success,M1,IC3,2023-01-01,2.06,Medium,Core Player,4.13,3.47,2.79,3.74,3.07,3.84,True,True,Meets,0.88,,59
E1044,2023-H2,Customer Success,M1,IC3,2023-06-30,4.21,High,Consistent Star,3.42,3.29,3.19,3.14,3.49,3.37,False,False,Meets,0.63,,59
E1044,2024-H1,Customer Success,M1,Director,2024-01-01,2.7,Low,Consistent Star,3.45,3.28,2.93,3.92,4.39,4.08,False,False,Meets,0.64,3.46,59
E1044,2024-H2,Customer Success,M1,Director,2024-06-29,4.58,High,Consistent Star,2.91,3.89,2.78,4.34,3.28,4.84,False,False,Meets,1.0,3.43,59
E1045,2023-H1,Finance,M28,IC2,2023-01-01,3.0,High,Underperformer,3.6,3.41,3.3,2.67,3.24,2.83,False,False,Meets,0.83,,37
E1045,2023-H2,Finance,M28,Manager,2023-06-30,4.19,Medium,Underperformer,3.87,3.67,3.07,3.6,3.9,3.15,False,False,Meets,0.77,3.4,37
E1045,2024-H1,Finance,M28,IC2,2024-01-01,4.66,Medium,Core Player,3.93,3.8,2.64,3.59,3.42,3.4,False,False,Meets,0.52,,37
E1045,2024-H2,Finance,M28,IC3,2024-06-29,2.74,Medium,High Potential,3.47,4.06,3.2,3.3,4.39,3.32,False,False,Meets,0.73,,37
E1046,2023-H1,Product,M8,IC2,2023-01-01,3.42,Medium,Consistent Star,2.83,3.79,3.17,3.48,3.72,4.67,False,False,Meets,0.55,,35
E1046,2023-H2,Product,M8,Manager,2023-06-30,4.11,Medium,Core Player,3.93,3.18,3.8,4.32,3.12,3.64,False,False,Meets,0.81,3.87,35
E1046,2024-H1,Product,M8,Manager,2024-01-01,4.04,Medium,Underperformer,3.58,3.76,3.04,3.58,3.26,2.76,False,False,Meets,0.67,3.69,35
E1046,2024-H2,Product,M8,IC3,2024-06-29,3.81,Medium,High Potential,2.87,3.03,3.86,3.75,3.94,4.32,False,False,Meets,0.83,,35
E1047,2023-H1,Sales,M19,IC2,2023-01-01,3.21,Medium,Consistent Star,3.56,4.33,4.88,3.73,3.77,3.94,False,False,Meets,0.75,,26
E1047,2023-H2,Sales,M19,IC3,2023-06-30,4.31,Medium,High Potential,4.0,3.68,3.34,2.74,3.87,3.63,True,True,Needs Improvement,0.64,,26
E1047,2024-H1,Sales,M19,IC3,2024-01-01,2.71,Low,Core Player,3.83,2.7,3.65,3.92,3.77,3.27,True,True,Needs Improvement,0.56,,26
E1047,2024-H2,Sales,M19,Manager,2024-06-29,3.91,Medium,Underperformer,4.1,3.21,3.75,4.29,3.67,3.26,False,False,Meets,0.91,2.98,26
E1048,2023-H1,HR,M18,Manager,2023-01-01,2.59,Medium,Core Player,3.91,3.3,3.34,3.19,3.26,4.34,False,False,Meets,1.0,4.76,23
E1048,2023-H2,HR,M18,Director,2023-06-30,4.26,Medium,High Potential,3.73,2.78,3.41,4.58,3.28,4.41,False,False,Needs Improvement,0.76,1.63,23
E1048,2024-H1,HR,M18,Manager,2024-01-01,3.95,Medium,Underperformer,4.13,3.48,4.12,2.67,2.81,3.62,False,False,Meets,0.82,4.45,23
E1048,2024-H2,HR,M18,IC3,2024-06-29,3.95,Medium,Core Player,2.9,3.61,3.8,2.56,3.48,3.3,True,True,Meets,0.65,,23
E1049,2023-H1,HR,M4,Manager,2023-01-01,3.85,Medium,Underperformer,2.93,3.71,3.78,4.04,2.94,2.6,False,False,Exceeds,0.79,3.3,47
E1049,2023-H2,HR,M4,IC2,2023-06-30,5.0,Low,Core Player,3.73,3.53,3.41,2.89,3.78,3.45,False,False,Meets,0.74,,47
E1049,2024-H1,HR,M4,IC3,2024-01-01,3.57,High,High Potential,3.61,2.63,3.92,3.08,3.43,4.27,False,False,Needs Improvement,1.0,,47
E1049,2024-H2,HR,M4,Manager,2024-06-29,2.31,Low,High Potential,3.52,3.64,2.75,3.9,3.56,3.62,False,False,Exceeds,0.61,3.79,47
E1050,2023-H1,HR,M17,IC2,2023-01-01,4.09,Medium,High Potential,3.56,3.24,3.28,3.61,3.52,4.04,False,False,Meets,0.68,,80
E1050,2023-H2,HR,M17,IC3,2023-06-30,2.65,High,Core Player,3.68,3.26,3.89,3.5,3.83,2.89,False,False,Meets,0.77,,80
E1050,2024-H1,HR,M17,IC3,2024-01-01,3.01,Medium,Consistent Star,2.89,3.07,3.23,4.12,3.21,2.74,False,False,Meets,0.77,,80
E1050,2024-H2,HR,M17,Director,2024-06-29,3.52,High,High Potential,3.25,3.42,3.99,3.84,3.79,2.79,False,False,Needs Improvement,1.0,4.24,80
E1051,2023-H1,Engineering,M28,Manager,2023-01-01,3.86,Medium,Consistent Star,2.92,3.97,3.25,3.4,2.66,2.76,False,False,Needs Improvement,0.82,4.2,59
E1051,2023-H2,Engineering,M28,IC3,2023-06-30,3.98,Medium,Underperformer,3.83,3.47,3.3,3.64,3.91,3.5,False,False,Meets,0.93,,59
E1051,2024-H1,Engineering,M28,Manager,2024-01-01,3.35,Medium,Core Player,3.01,3.49,3.55,3.46,4.14,3.98,True,True,Meets,0.54,4.57,59
E1051,2024-H2,Engineering,M28,IC3,2024-06-29,1.58,Medium,Consistent Star,4.58,3.36,3.41,3.47,3.69,3.5,True,True,Exceeds,0.73,,59
E1052,2023-H1,HR,M25,Director,2023-01-01,4.42,High,High Potential,3.78,3.02,3.87,3.76,3.23,3.98,False,False,Exceeds,0.73,3.34,61
E1052,2023-H2,HR,M25,IC3,2023-06-30,3.33,Medium,High Potential,2.29,3.24,3.86,3.49,2.86,4.08,False,False,Meets,0.71,,61
E1052,2024-H1,HR,M25,IC3,2024-01-01,2.64,High,Core Player,4.6,2.97,3.94,3.12,3.57,2.96,False,False,Meets,0.56,,61
E1052,2024-H2,HR,M25,IC2,2024-06-29,3.87,Medium,High Potential,3.7,4.07,3.48,4.61,3.63,3.84,False,False,Meets,0.55,,61
E1053,2023-H1,Marketing,M21,Director,2023-01-01,3.07,Low,Core Player,3.76,3.46,3.59,3.09,3.56,3.57,False,False,Meets,0.57,3.95,43
E1053,2023-H2,Marketing,M21,Director,2023-06-30,2.31,Medium,Underperformer,3.59,4.38,3.84,3.84,3.05,4.56,False,False,Exceeds,0.96,2.91,43
E1053,2024-H1,Marketing,M21,IC2,2024-01-01,3.17,Low,Core Player,4.13,4.4,2.87,3.0,3.43,2.2,False,False,Needs Improvement,0.75,,43
E1053,2024-H2,Marketing,M21,IC3,2024-06-29,4.33,Medium,Core Player,2.78,3.56,3.21,4.32,3.22,4.41,False,False,Meets,0.66,,43
E1054,2023-H1,Product,M29,IC2,2023-01-01,4.04,Medium,Underperformer,3.63,3.43,3.1,3.66,3.28,3.09,False,False,Meets,0.97,,69
E1054,2023-H2,Product,M29,Director,2023-06-30,3.88,Low,Core Player,3.82,3.3,3.41,3.38,3.67,3.89,False,False,Needs Improvement,0.75,2.95,69
E1054,2024-H1,Product,M29,Manager,2024-01-01,4.03,High,Underperformer,3.52,2.78,2.43,3.65,3.09,3.76,False,False,Meets,0.63,3.59,69
E1054,2024-H2,Product,M29,Manager,2024-06-29,3.24,High,Core Player,4.38,3.98,4.17,3.51,3.91,3.55,False,False,Meets,0.97,3.45,69
E1055,2023-H1,Customer Success,M14,IC2,2023-01-01,2.52,Medium,Core Player,2.5,4.33,3.74,3.77,4.24,2.51,False,False,Exceeds,0.7,,37
E1055,2023-H2,Customer Success,M14,Director,2023-06-30,3.33,Medium,Underperformer,3.87,3.15,2.9,2.89,4.07,3.05,False,False,Meets,0.67,3.94,37
E1055,2024-H1,Customer Success,M14,Director,2024-01-01,3.01,Medium,Consistent Star,2.65,2.71,3.47,3.75,3.4,3.76,False,False,Needs Improvement,0.51,2.42,37
E1055,2024-H2,Customer Success,M14,Director,2024-06-29,5.0,Medium,Underperformer,4.12,3.88,3.17,3.38,3.5,4.29,False,False,Needs Improvement,0.81,3.87,37
E1056,2023-H1,Sales,M2,IC3,2023-01-01,3.38,Medium,Consistent Star,3.9,3.65,3.52,3.13,3.44,2.85,False,False,Exceeds,0.74,,23
E1056,2023-H2,Sales,M2,IC2,2023-06-30,3.56,Medium,Underperformer,2.3,3.38,2.91,3.75,3.82,3.24,False,False,Meets,0.83,,23
E1056,2024-H1,Sales,M2,IC2,2024-01-01,3.91,Medium,Underperformer,3.39,4.27,3.14,4.24,3.39,2.99,False,False,Meets,0.7,,23
E1056,2024-H2,Sales,M2,IC3,2024-06-29,2.73,High,Underperformer,3.89,2.7,4.19,3.03,3.92,3.51,False,False,Exceeds,0.79,,23
E1057,2023-H1,HR,M1,Director,2023-01-01,3.09,Medium,Core Player,3.68,3.57,2.77,3.02,3.23,3.05,True,False,Needs Improvement,0.94,3.5,42
E1057,2023-H2,HR,M1,Manager,2023-06-30,2.95,High,Core Player,3.25,3.25,3.36,2.96,3.09,3.96,False,False,Meets,0.78,3.39,42
E1057,2024-H1,HR,M1,Manager,2024-01-01,3.5,High,High Potential,3.48,3.4,3.76,3.72,2.71,3.42,False,False,Meets,0.52,3.94,42
E1057,2024-H2,HR,M1,Manager,2024-06-29,4.04,Medium,Core Player,3.19,3.44,2.44,3.99,3.85,4.19,False,False,Exceeds,0.97,2.64,42
E1058,2023-H1,Marketing,M24,Director,2023-01-01,4.12,Medium,Core Player,4.24,2.75,3.41,3.32,3.93,2.06,False,False,Exceeds,1.0,3.42,75
E1058,2023-H2,Marketing,M24,IC3,2023-06-30,4.14,High,Core Player,3.47,3.75,2.34,3.31,3.92,3.67,False,False,Meets,0.5,,75
E1058,2024-H1,Marketing,M24,Director,2024-01-01,3.54,Medium,Core Player,3.09,3.05,2.74,3.81,4.06,4.77,False,False,Meets,0.53,4.04,75
E1058,2024-H2,Marketing,M24,IC3,2024-06-29,4.08,Medium,Underperformer,3.21,3.04,2.96,3.24,3.6,4.32,False,False,Meets,0.92,,75
E1059,2023-H1,HR,M9,Manager,2023-01-01,2.37,High,Underperformer,3.11,4.15,3.13,3.47,2.65,4.19,False,False,Needs Improvement,0.46,2.35,41
E1059,2023-H2,HR,M9,Manager,2023-06-30,4.24,Medium,High Potential,4.46,3.35,3.48,3.95,3.64,3.28,False,False,Exceeds,0.68,2.4,41
E1059,2024-H1,HR,M9,Director,2024-01-01,3.66,High,Core Player,3.45,3.28,3.0,3.05,3.81,4.03,False,False,Meets,0.7,3.2,41
E1059,2024-H2,HR,M9,Director,2024-06-29,2.9,Medium,Consistent Star,3.97,3.52,3.68,3.68,3.35,2.8,False,False,Exceeds,0.6,4.29,41
E1060,2023-H1,Finance,M28,Director,2023-01-01,2.99,Medium,Core Player,3.29,2.93,2.89,3.12,4.34,3.89,False,False,Meets,0.67,4.26,51
E1060,2023-H2,Finance,M28,Manager,2023-06-30,3.39,Low,Core Player,4.18,4.61,4.01,3.55,3.85,3.51,False,False,Needs Improvement,0.47,3.04,51
E1060,2024-H1,Finance,M28,IC3,2024-01-01,2.83,High,Underperformer,3.16,4.4,4.06,3.72,3.91,2.36,False,False,Meets,0.86,,51
E1060,2024-H2,Finance,M28,IC3,2024-06-29,4.16,Medium,Core Player,2.38,3.88,2.79,2.51,4.16,2.9,True,True,Meets,0.64,,51
E1061,2023-H1,Finance,M8,IC2,2023-01-01,4.19,High,Underperformer,3.35,3.41,3.4,3.67,3.39,3.57,False,False,Meets,0.67,,59
E1061,2023-H2,Finance,M8,Director,2023-06-30,3.75,Medium,Consistent Star,3.66,4.45,3.31,3.41,3.62,4.08,False,False,Meets,0.59,3.57,59
E1061,2024-H1,Finance,M8,Director,2024-01-01,1.74,Medium,High Potential,3.36,4.04,3.14,3.59,3.24,2.98,False,False,Needs Improvement,0.9,2.77,59
E1061,2024-H2,Finance,M8,Manager,2024-06-29,3.71,Medium,Underperformer,3.65,3.07,3.58,3.03,3.76,2.71,False,False,Meets,0.7,3.32,59
E1062,2023-H1,Product,M26,IC3,2023-01-01,4.28,High,Underperformer,3.57,3.98,3.78,3.77,3.33,4.11,False,False,Needs Improvement,0.7,,74
E1062,2023-H2,Product,M26,IC3,2023-06-30,2.29,Medium,Core Player,3.39,3.73,2.7,3.06,2.88,3.97,True,True,Meets,1.0,,74
E1062,2024-H1,Product,M26,Director,2024-01-01,3.35,Medium,High Potential,3.77,3.75,4.28,3.17,3.39,3.3,True,False,Needs Improvement,0.76,5.0,74
E1062,2024-H2,Product,M26,Manager,2024-06-29,3.52,Medium,Consistent Star,3.07,2.92,4.13,3.07,3.83,3.09,False,False,Meets,0.56,3.92,74
E1063,2023-H1,Engineering,M23,IC2,2023-01-01,3.06,Medium,High Potential,3.71,3.75,3.77,3.37,3.84,2.95,False,False,Meets,0.38,,51
E1063,2023-H2,Engineering,M23,IC3,2023-06-30,3.99,Medium,Underperformer,3.58,3.19,2.76,2.48,3.53,4.49,False,False,Meets,0.73,,51
E1063,2024-H1,Engineering,M23,Manager,2024-01-01,3.25,Low,Underperformer,3.49,4.59,3.88,3.03,3.51,3.7,False,False,Exceeds,0.59,4.03,51
E1063,2024-H2,Engineering,M23,Manager,2024-06-29,2.93,Medium,High Potential,2.74,3.54,3.46,3.5,3.12,3.12,True,True,Needs Improvement,0.92,3.81,51
E1064,2023-H1,Sales,M19,IC3,2023-01-01,2.83,Medium,Consistent Star,2.52,3.04,3.58,3.18,3.15,3.15,False,False,Meets,0.74,,61
E1064,2023-H2,Sales,M19,Manager,2023-06-30,4.05,High,High Potential,3.5,3.53,3.39,3.25,3.95,3.95,False,False,Meets,1.0,3.93,61
E1064,2024-H1,Sales,M19,Manager,2024-01-01,3.15,Medium,Underperformer,3.05,3.98,3.09,3.9,3.12,3.71,False,False,Meets,0.59,4.05,61
E1064,2024-H2,Sales,M19,IC2,2024-06-29,2.64,High,Consistent Star,3.64,3.4,3.55,3.3,3.29,3.59,False,False,Meets,0.6,,61
E1065,2023-H1,Sales,M25,IC3,2023-01-01,2.79,High,Consistent Star,3.32,3.3,3.0,3.96,3.33,3.36,False,False,Meets,0.55,,25
E1065,2023-H2,Sales,M25,Director,2023-06-30,4.95,Medium,High Potential,4.71,3.11,4.11,3.45,4.3,3.7,False,False,Exceeds,0.76,1.75,25
E1065,2024-H1,Sales,M25,Director,2024-01-01,2.88,Medium,Core Player,3.51,3.6,2.89,3.14,3.78,2.67,True,False,Meets,0.77,4.37,25
E1065,2024-H2,Sales,M25,Manager,2024-06-29,3.77,High,Underperformer,3.67,2.49,3.09,4.53,3.2,4.26,False,False,Exceeds,0.66,3.31,25
E1066,2023-H1,Product,M6,Manager,2023-01-01,3.86,Low,Core Player,3.55,3.69,3.09,2.93,3.06,3.18,False,False,Meets,0.72,4.23,62
E1066,2023-H2,Product,M6,Manager,2023-06-30,3.56,Medium,High Potential,3.74,3.57,2.94,3.51,3.57,3.96,False,False,Meets,0.59,2.07,62
E1066,2024-H1,Product,M6,Manager,2024-01-01,3.62,High,Consistent Star,3.68,3.41,3.51,3.94,3.27,3.33,False,False,Meets,0.76,2.65,62
E1066,2024-H2,Product,M6,Manager,2024-06-29,3.39,Low,Consistent Star,3.47,4.32,3.35,3.6,3.96,3.0,False,False,Exceeds,0.96,4.73,62
E1067,2023-H1,Marketing,M4,Manager,2023-01-01,3.48,Low,Consistent Star,3.23,4.31,3.9,3.54,4.21,4.29,True,True,Exceeds,0.7,3.67,46
E1067,2023-H2,Marketing,M4,IC3,2023-06-30,3.9,High,High Potential,3.51,2.8,3.03,2.82,3.75,2.79,False,False,Meets,0.78,,46
E1067,2024-H1,Marketing,M4,Manager,2024-01-01,4.78,Medium,Core Player,4.21,2.58,2.86,3.11,2.92,2.51,True,True,Exceeds,0.75,3.99,46
E1067,2024-H2,Marketing,M4,IC3,2024-06-29,4.17,Medium,Underperformer,3.26,3.36,3.68,3.45,3.91,3.76,False,False,Needs Improvement,0.69,,46
E1068,2023-H1,HR,M17,IC2,2023-01-01,2.2,Low,Underperformer,4.25,3.16,3.68,2.54,3.49,3.56,True,True,Meets,0.77,,76
E1068,2023-H2,HR,M17,IC3,2023-06-30,5.0,High,Core Player,3.18,3.91,3.76,3.16,3.9,3.4,False,False,Exceeds,0.88,,76
E1068,2024-H1,HR,M17,IC3,2024-01-01,4.87,Medium,High Potential,3.58,3.36,4.03,4.2,3.06,3.23,False,False,Meets,0.85,,76
E1068,2024-H2,HR,M17,Director,2024-06-29,3.41,High,Core Player,3.02,3.77,3.84,3.33,3.53,3.15,False,False,Needs Improvement,0.59,3.15,76
E1069,2023-H1,Product,M26,IC3,2023-01-01,3.55,Medium,Consistent Star,2.76,3.29,3.54,4.1,3.34,2.75,False,False,Exceeds,0.72,,36
E1069,2023-H2,Product,M26,Director,2023-06-30,3.1,Medium,High Potential,3.78,3.33,2.14,5.0,3.57,3.55,False,False,Meets,0.52,2.47,36
E1069,2024-H1,Product,M26,IC2,2024-01-01,3.44,Low,Consistent Star,3.67,3.85,3.62,2.91,2.25,3.44,False,False,Needs Improvement,0.67,,36
E1069,2024-H2,Product,M26,Director,2024-06-29,2.62,High,Consistent Star,3.91,2.71,3.81,2.79,3.57,4.06,False,False,Meets,0.7,4.68,36
E1070,2023-H1,Customer Success,M25,IC3,2023-01-01,4.84,Medium,High Potential,3.62,3.77,4.03,3.77,3.72,3.19,False,False,Exceeds,0.5,,36
E1070,2023-H2,Customer Success,M25,Director,2023-06-30,2.53,Medium,Underperformer,4.69,3.66,3.38,4.13,3.13,3.85,False,False,Meets,0.76,3.82,36
E1070,2024-H1,Customer Success,M25,Director,2024-01-01,3.26,Low,Consistent Star,3.02,3.09,3.11,3.5,2.72,2.75,False,False,Meets,0.77,3.41,36
E1070,2024-H2,Customer Success,M25,IC2,2024-06-29,3.63,Medium,Core Player,3.48,4.76,3.56,3.31,3.55,4.11,False,False,Meets,0.74,,36
E1071,2023-H1,HR,M7,IC3,2023-01-01,3.98,High,Core Player,3.7,3.35,3.56,4.3,3.62,2.91,False,False,Meets,0.7,,43
E1071,2023-H2,HR,M7,Manager,2023-06-30,2.02,Medium,Consistent Star,3.57,4.16,2.83,3.57,3.99,4.15,False,False,Exceeds,0.94,2.19,43
E1071,2024-H1,HR,M7,Director,2024-01-01,3.85,Medium,Core Player,2.75,3.0,3.91,3.58,3.86,2.94,False,False,Exceeds,0.97,3.98,43
E1071,2024-H2,HR,M7,IC2,2024-06-29,4.12,Medium,High Potential,2.96,4.09,3.34,3.19,3.81,3.85,False,False,Meets,0.62,,43
E1072,2023-H1,Product,M30,Manager,2023-01-01,4.94,Medium,Underperformer,4.41,3.8,3.72,3.66,2.73,3.57,False,False,Needs Improvement,0.76,3.1,49
E1072,2023-H2,Product,M30,IC2,2023-06-30,3.28,Low,High Potential,2.31,2.95,3.96,4.37,3.03,3.61,False,False,Meets,0.91,,49
E1072,2024-H1,Product,M30,Manager,2024-01-01,3.14,Low,Underperformer,3.84,3.48,4.1,2.86,2.95,3.67,False,False,Meets,0.76,3.46,49
E1072,2024-H2,Product,M30,Manager,2024-06-29,3.9,Low,High Potential,3.03,2.82,3.25,3.31,3.36,4.26,False,False,Needs Improvement,0.87,3.87,49
E1073,2023-H1,Product,M6,IC2,2023-01-01,3.66,High,High Potential,3.28,3.07,2.9,3.15,3.48,2.81,False,False,Needs Improvement,0.78,,58
E1073,2023-H2,Product,M6,Director,2023-06-30,3.36,Low,High Potential,3.3,4.08,2.27,3.31,2.32,3.64,False,False,Meets,0.86,2.55,58
E1073,2024-H1,Product,M6,Manager,2024-01-01,2.64,Medium,Core Player,2.65,3.53,3.33,3.36,3.32,2.92,False,False,Needs Improvement,0.92,3.69,58
E1073,2024-H2,Product,M6,Manager,2024-06-29,2.67,Medium,Consistent Star,3.15,3.06,4.2,3.86,3.44,4.52,False,False,Meets,0.97,3.34,58
E1074,2023-H1,HR,M27,Director,2023-01-01,3.21,High,Underperformer,3.32,3.02,4.37,3.0,3.93,3.91,False,False,Exceeds,0.7,4.77,22
E1074,2023-H2,HR,M27,IC2,2023-06-30,2.41,Low,Underperformer,3.46,3.26,3.98,3.68,2.64,4.24,False,False,Meets,0.82,,22
E1074,2024-H1,HR,M27,IC2,2024-01-01,2.78,Medium,Consistent Star,3.33,2.85,3.41,3.58,3.33,3.23,False,False,Meets,0.51,,22
E1074,2024-H2,HR,M27,Director,2024-06-29,3.74,Low,Core Player,2.54,3.52,2.6,3.53,3.5,3.74,False,False,Meets,0.88,4.23,22
E1075,2023-H1,Marketing,M10,IC2,2023-01-01,2.37,Medium,Core Player,3.47,4.51,3.56,3.08,3.46,3.27,False,False,Meets,0.57,,57
E1075,2023-H2,Marketing,M10,Director,2023-06-30,4.11,Medium,High Potential,3.79,2.83,3.45,3.22,2.7,2.65,False,False,Meets,0.56,3.46,57
E1075,2024-H1,Marketing,M10,IC3,2024-01-01,3.18,Medium,Consistent Star,3.02,3.3,3.87,3.68,4.0,3.36,False,False,Exceeds,0.99,,57
E1075,2024-H2,Marketing,M10,IC2,2024-06-29,3.74,Low,Underperformer,3.26,3.55,2.88,3.35,3.71,3.87,False,False,Meets,0.69,,57
E1076,2023-H1,HR,M8,IC2,2023-01-01,5.0,Medium,Core Player,3.41,2.66,4.11,3.8,3.62,3.22,False,False,Exceeds,0.81,,47
E1076,2023-H2,HR,M8,IC2,2023-06-30,4.63,Medium,High Potential,3.6,2.76,1.77,3.69,3.01,3.44,False,False,Meets,0.63,,47
E1076,2024-H1,HR,M8,IC3,2024-01-01,2.88,Medium,High Potential,3.12,3.16,3.89,3.79,2.9,2.86,False,False,Needs Improvement,0.81,,47
E1076,2024-H2,HR,M8,Director,2024-06-29,4.24,Medium,High Potential,4.02,3.0,3.99,2.61,3.4,3.79,False,False,Exceeds,0.44,4.96,47
E1077,2023-H1,Customer Success,M5,Manager,2023-01-01,4.43,High,Consistent Star,3.82,3.02,3.47,3.9,2.94,3.39,False,False,Meets,0.89,2.45,37
E1077,2023-H2,Customer Success,M5,Manager,2023-06-30,3.73,Medium,Underperformer,2.62,3.03,3.25,3.76,3.15,3.58,True,True,Needs Improvement,0.65,3.13,37
E1077,2024-H1,Customer Success,M5,IC2,2024-01-01,4.38,Medium,High Potential,2.92,3.88,3.5,3.21,2.89,2.81,False,False,Meets,0.64,,37
E1077,2024-H2,Customer Success,M5,IC3,2024-06-29,3.39,Medium,Underperformer,3.8,3.35,3.38,3.46,3.74,3.89,False,False,Exceeds,0.54,,37
E1078,2023-H1,Marketing,M24,IC2,2023-01-01,3.3,High,Core Player,4.11,2.84,3.54,3.41,3.22,4.45,True,False,Meets,0.76,,65
E1078,2023-H2,Marketing,M24,IC2,2023-06-30,4.56,Medium,Consistent Star,3.5,3.73,3.21,3.22,3.7,3.76,False,False,Meets,0.84,,65
E1078,2024-H1,Marketing,M24,Director,2024-01-01,3.76,High,Consistent Star,2.83,3.1,3.92,2.52,3.65,3.43,False,False,Exceeds,0.88,3.79,65
E1078,2024-H2,Marketing,M24,Director,2024-06-29,3.04,High,Underperformer,3.15,3.24,3.79,2.35,3.58,2.97,False,False,Meets,0.78,3.74,65
E1079,2023-H1,Sales,M30,Director,2023-01-01,2.34,Medium,Underperformer,3.39,3.58,3.54,3.44,2.89,2.86,False,False,Meets,0.54,3.89,59
E1079,2023-H2,Sales,M30,IC3,2023-06-30,3.42,Medium,High Potential,3.47,2.65,3.48,3.82,2.58,3.18,False,False,Needs Improvement,0.51,,59
E1079,2024-H1,Sales,M30,Manager,2024-01-01,3.21,Low,High Potential,3.05,3.69,3.58,4.15,3.47,3.7,False,False,Meets,0.67,2.73,59
E1079,2024-H2,Sales,M30,Manager,2024-06-29,4.08,High,Core Player,4.12,3.85,3.57,3.01,4.07,3.85,False,False,Meets,1.0,2.69,59
E1080,2023-H1,Product,M5,IC3,2023-01-01,4.1,Low,Underperformer,3.77,3.33,4.18,3.7,3.03,3.43,False,False,Meets,0.61,,72
E1080,2023-H2,Product,M5,Director,2023-06-30,3.17,High,High Potential,3.85,3.99,3.61,3.12,3.69,3.93,False,False,Meets,0.45,3.58,72
E1080,2024-H1,Product,M5,Director,2024-01-01,3.37,Medium,Underperformer,3.98,3.69,3.74,3.26,3.5,4.07,False,False,Meets,0.74,3.62,72
E1080,2024-H2,Product,M5,IC3,2024-06-29,2.42,Medium,Core Player,3.47,2.49,3.24,3.53,3.88,2.9,False,False,Meets,0.81,,72
E1081,2023-H1,Customer Success,M8,Manager,2023-01-01,4.53,Medium,High Potential,3.18,2.73,3.64,2.9,3.09,4.05,False,False,Needs Improvement,1.0,2.8,39
E1081,2023-H2,Customer Success,M8,Director,2023-06-30,2.98,High,Underperformer,3.28,3.23,4.47,3.23,3.31,4.47,False,False,Meets,0.84,4.19,39
E1081,2024-H1,Customer Success,M8,Director,2024-01-01,2.87,Low,Consistent Star,3.23,2.98,3.9,4.11,3.2,3.28,False,False,Meets,0.7,2.42,39
E1081,2024-H2,Customer Success,M8,Director,2024-06-29,3.03,Low,High Potential,3.89,3.06,3.55,2.85,3.43,3.16,False,False,Needs Improvement,0.57,4.05,39
E1082,2023-H1,Finance,M30,IC3,2023-01-01,4.09,Medium,High Potential,3.02,3.39,3.52,2.59,2.8,4.27,False,False,Exceeds,0.59,,44
E1082,2023-H2,Finance,M30,IC3,2023-06-30,4.38,Medium,High Potential,2.83,3.83,3.34,3.41,4.43,2.75,False,False,Meets,0.84,,44
E1082,2024-H1,Finance,M30,IC3,2024-01-01,3.89,Medium,High Potential,5.0,2.96,3.19,3.91,3.4,3.22,False,False,Meets,0.89,,44
E1082,2024-H2,Finance,M30,IC2,2024-06-29,3.31,High,High Potential,3.05,3.86,3.69,3.34,3.32,2.95,False,False,Meets,0.86,,44
